Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Shipping Type,Add-on Total,Total Transaction
12432,73,Male,No,Tablet,TBL345,2,Cancelled,Credit Card,3145.64,786.41,4,Expedited,232.71,3378.35
12432,73,Male,No,Smartphone,SMP234,2,Completed,Bank Transfer,6838.08,1139.68,6,Same Day,49.33,6887.41
12433,22,Male,No,Smartwatch,SWT567,2,Completed,Credit Card,2757.0,459.5,6,Standard,210.19,2967.19
12436,25,Male,No,Headphones,HDP456,3,Completed,PayPal,2528.26,361.18,7,Standard,140.42,2668.6800000000003
12436,25,Male,No,Smartwatch,SWT567,2,Cancelled,Credit Card,3676.0,459.5,8,Expedited,87.31,3763.31
12436,25,Male,Yes,Tablet,TBL345,4,Cancelled,Credit Card,1572.82,786.41,2,Standard,178.38,1751.1999999999998
12437,74,Male,No,Smartwatch,SWT567,5,Cancelled,PayPal,1378.5,459.5,3,Expedited,13.9,1392.4
12441,68,Male,No,Smartphone,SMP234,4,Completed,PayPal,7977.76,1139.68,7,Standard,101.45,8079.21
12441,68,Male,No,Smartwatch,SWT567,5,Cancelled,PayPal,2297.5,459.5,5,Expedited,257.54,2555.04
12442,56,Female,Yes,Smartwatch,SWT567,4,Cancelled,Credit Card,2297.5,459.5,5,Standard,67.81,2365.31
12442,56,Female,Yes,Smartphone,SMP234,4,Cancelled,PayPal,1139.68,1139.68,1,Same Day,0.0,1139.68
12442,56,Female,No,Smartphone,SMP234,5,Completed,Credit Card,1139.68,1139.68,1,Same Day,90.2,1229.88
12443,73,Female,No,Tablet,TBL345,5,Completed,Bank Transfer,5504.87,786.41,7,Standard,149.09,5653.96
12445,34,Male,No,Headphones,HDP456,1,Completed,Credit Card,1444.72,361.18,4,Same Day,198.67,1643.39
12446,58,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,722.36,361.18,2,Expedited,132.47,854.83
12446,58,Male,No,Smartphone,SMP234,1,Completed,Credit Card,2279.36,1139.68,2,Same Day,0.0,2279.36
12447,22,Male,No,Smartwatch,SWT567,2,Completed,Bank Transfer,4135.5,459.5,9,Same Day,92.41,4227.91
12447,22,Male,No,Smartwatch,SWT567,5,Cancelled,Credit Card,1378.5,459.5,3,Standard,161.05,1539.55
12448,76,Female,No,Smartphone,SMP234,2,Cancelled,PayPal,2279.36,1139.68,2,Standard,41.86,2321.2200000000003
12449,27,Male,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,2297.5,459.5,5,Standard,126.76,2424.26
12449,27,Male,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,4595.0,459.5,10,Expedited,189.76,4784.76
12451,72,Male,No,Laptop,LTP123,4,Cancelled,Credit Card,2022.96,674.32,3,Expedited,96.33,2119.29
12452,71,Male,Yes,Smartwatch,SWT567,3,Completed,PayPal,2757.0,459.5,6,Expedited,138.38,2895.38
12454,25,Female,No,Headphones,HDP456,4,Cancelled,Bank Transfer,2167.08,361.18,6,Standard,114.14,2281.22
12454,25,Female,No,Smartphone,SMP234,3,Completed,Bank Transfer,4558.72,1139.68,4,Standard,22.7,4581.42
12454,25,Female,Yes,Smartwatch,SWT567,5,Completed,Bank Transfer,1838.0,459.5,4,Expedited,98.92,1936.92
12457,49,Male,No,Smartwatch,SWT567,1,Completed,PayPal,4595.0,459.5,10,Standard,83.55,4678.55
12458,46,Female,No,Laptop,LTP123,5,Completed,PayPal,6743.2,674.32,10,Same Day,70.58,6813.78
12458,46,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,3216.5,459.5,7,Expedited,92.28,3308.78
12459,25,Male,No,Laptop,LTP123,2,Completed,PayPal,3371.6,674.32,5,Same Day,65.43,3437.0299999999997
12459,25,Male,No,Tablet,TBL345,5,Completed,Credit Card,7864.1,786.41,10,Expedited,141.54,8005.64
12459,25,Male,Yes,Laptop,LTP123,3,Cancelled,Credit Card,6068.88,674.32,9,Same Day,82.75,6151.63
12460,43,Male,Yes,Tablet,TBL345,4,Cancelled,Bank Transfer,7864.1,786.41,10,Standard,32.61,7896.71
12460,43,Male,No,Laptop,LTP123,5,Cancelled,Credit Card,1348.64,674.32,2,Expedited,162.7,1511.3400000000001
12463,58,Male,No,Laptop,LTP123,2,Completed,Credit Card,3371.6,674.32,5,Same Day,94.65,3466.25
12464,57,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,5698.4,1139.68,5,Standard,71.64,5770.04
12465,55,Male,Yes,Smartphone,SMP234,5,Completed,Credit Card,7977.76,1139.68,7,Same Day,138.74,8116.5
12466,51,Male,No,Smartphone,SMP234,3,Completed,Credit Card,1139.68,1139.68,1,Standard,0.0,1139.68
12466,51,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,4558.72,1139.68,4,Standard,0.0,4558.72
12468,40,Female,No,Laptop,LTP123,2,Completed,PayPal,6068.88,674.32,9,Same Day,99.55,6168.43
12468,40,Female,Yes,Smartwatch,SWT567,1,Cancelled,PayPal,919.0,459.5,2,Standard,0.0,919.0
12469,69,Male,No,Laptop,LTP123,4,Cancelled,Credit Card,2022.96,674.32,3,Expedited,34.13,2057.09
12471,62,Male,No,Headphones,HDP456,2,Completed,Credit Card,361.18,361.18,1,Expedited,135.25,496.43
12473,50,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,2167.08,361.18,6,Same Day,167.76,2334.84
12473,50,Male,No,Smartphone,SMP234,3,Cancelled,Credit Card,3419.04,1139.68,3,Same Day,179.8,3598.84
12474,40,Male,Yes,Smartwatch,SWT567,5,Cancelled,Credit Card,2297.5,459.5,5,Standard,29.54,2327.04
12475,40,Male,No,Tablet,TBL345,2,Completed,Bank Transfer,7077.69,786.41,9,Expedited,128.3,7205.99
12475,40,Male,No,Smartwatch,SWT567,3,Completed,Bank Transfer,4135.5,459.5,9,Standard,115.81,4251.31
12475,40,Male,Yes,Headphones,HDP456,1,Cancelled,Bank Transfer,722.36,361.18,2,Expedited,77.67,800.03
12475,40,Male,Yes,Headphones,HDP456,2,Cancelled,PayPal,1083.54,361.18,3,Same Day,152.29,1235.83
12476,64,Male,Yes,Tablet,TBL345,2,Completed,Bank Transfer,3145.64,786.41,4,Standard,115.25,3260.89
12476,64,Male,No,Headphones,HDP456,5,Cancelled,Credit Card,361.18,361.18,1,Same Day,103.01,464.19
12477,76,Male,No,Tablet,TBL345,3,Completed,Bank Transfer,7864.1,786.41,10,Same Day,0.0,7864.1
12478,62,Female,Yes,Headphones,HDP456,2,Completed,Bank Transfer,3611.8,361.18,10,Expedited,0.0,3611.8
12478,62,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,5698.4,1139.68,5,Same Day,78.53,5776.929999999999
12478,62,Female,No,Laptop,LTP123,2,Cancelled,PayPal,6068.88,674.32,9,Expedited,0.0,6068.88
12479,79,Male,No,Laptop,LTP123,3,Completed,Credit Card,1348.64,674.32,2,Same Day,163.54,1512.18
12479,79,Male,No,Tablet,TBL345,1,Cancelled,PayPal,5504.87,786.41,7,Same Day,153.89,5658.76
12482,18,Male,No,Headphones,HDP456,3,Cancelled,Bank Transfer,1805.9,361.18,5,Expedited,0.0,1805.9
12484,74,Female,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,3676.0,459.5,8,Expedited,99.41,3775.41
12484,74,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,2889.44,361.18,8,Same Day,48.52,2937.96
12485,70,Male,No,Smartphone,SMP234,2,Completed,Credit Card,6838.08,1139.68,6,Expedited,54.96,6893.04
12485,70,Male,Yes,Tablet,TBL345,3,Cancelled,PayPal,6291.28,786.41,8,Expedited,88.43,6379.71
12485,70,Male,No,Tablet,TBL345,3,Completed,Bank Transfer,3145.64,786.41,4,Expedited,137.54,3283.18
12486,57,Male,No,Headphones,HDP456,4,Cancelled,PayPal,2167.08,361.18,6,Standard,40.79,2207.87
12487,77,Male,No,Headphones,HDP456,2,Cancelled,PayPal,2167.08,361.18,6,Same Day,0.0,2167.08
12487,77,Male,No,Smartphone,SMP234,5,Completed,Bank Transfer,6838.08,1139.68,6,Expedited,46.57,6884.65
12489,26,Male,No,Laptop,LTP123,1,Completed,Credit Card,674.32,674.32,1,Same Day,92.12,766.44
12491,49,Female,Yes,Smartwatch,SWT567,5,Completed,Credit Card,919.0,459.5,2,Expedited,20.32,939.32
12491,49,Female,No,Laptop,LTP123,3,Completed,Credit Card,4045.92,674.32,6,Same Day,0.0,4045.92
12492,43,Female,Yes,Headphones,HDP456,5,Cancelled,PayPal,1805.9,361.18,5,Standard,60.26,1866.16
12493,35,Female,Yes,Smartwatch,SWT567,3,Cancelled,Bank Transfer,2297.5,459.5,5,Standard,208.34,2505.84
12493,35,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,2697.28,674.32,4,Same Day,74.17,2771.4500000000003
12494,58,Female,No,Tablet,TBL345,5,Cancelled,Bank Transfer,7864.1,786.41,10,Same Day,84.53,7948.63
12495,79,Female,Yes,Smartphone,SMP234,3,Completed,Bank Transfer,9117.44,1139.68,8,Same Day,77.32,9194.76
12495,79,Female,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,4135.5,459.5,9,Expedited,217.64,4353.14
12496,58,Male,No,Smartphone,SMP234,3,Completed,PayPal,1139.68,1139.68,1,Same Day,0.0,1139.68
12497,53,Female,No,Laptop,LTP123,1,Completed,Credit Card,2022.96,674.32,3,Standard,0.0,2022.96
12498,28,Male,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,4595.0,459.5,10,Same Day,203.88,4798.88
12498,28,Male,Yes,Headphones,HDP456,4,Completed,PayPal,2528.26,361.18,7,Standard,144.38,2672.6400000000003
12499,40,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,2757.0,459.5,6,Same Day,104.67,2861.67
12499,40,Female,No,Smartphone,SMP234,1,Completed,PayPal,2279.36,1139.68,2,Standard,92.04,2371.4
12499,40,Female,No,Smartwatch,SWT567,2,Completed,PayPal,4135.5,459.5,9,Expedited,126.61,4262.11
12499,40,Female,No,Smartphone,SMP234,5,Completed,PayPal,11396.8,1139.68,10,Standard,175.91,11572.71
12500,68,Male,No,Headphones,HDP456,3,Cancelled,Bank Transfer,3250.62,361.18,9,Same Day,80.62,3331.24
12501,63,Male,No,Smartwatch,SWT567,1,Cancelled,PayPal,4595.0,459.5,10,Standard,10.25,4605.25
12501,63,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,3611.8,361.18,10,Expedited,73.38,3685.1800000000003
12502,55,Female,Yes,Laptop,LTP123,2,Completed,PayPal,5394.56,674.32,8,Same Day,127.32,5521.88
12504,31,Female,No,Smartwatch,SWT567,4,Completed,PayPal,2757.0,459.5,6,Standard,0.0,2757.0
12505,47,Male,Yes,Tablet,TBL345,1,Completed,PayPal,5504.87,786.41,7,Expedited,0.0,5504.87
12507,18,Female,No,Smartphone,SMP234,2,Completed,Bank Transfer,1139.68,1139.68,1,Same Day,93.6,1233.28
12508,78,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,3611.8,361.18,10,Expedited,93.14,3704.94
12509,29,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,2889.44,361.18,8,Same Day,89.45,2978.89
12509,29,Male,No,Laptop,LTP123,1,Cancelled,Credit Card,3371.6,674.32,5,Same Day,46.36,3417.96
12511,27,Male,No,Smartphone,SMP234,1,Completed,Bank Transfer,7977.76,1139.68,7,Same Day,0.0,7977.76
12511,27,Male,No,Headphones,HDP456,1,Cancelled,Bank Transfer,3250.62,361.18,9,Expedited,190.58,3441.2
12513,33,Male,No,Laptop,LTP123,4,Completed,Credit Card,2697.28,674.32,4,Standard,186.79,2884.07
12513,33,Male,Yes,Smartwatch,SWT567,4,Completed,PayPal,1378.5,459.5,3,Same Day,0.0,1378.5
12516,59,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,1348.64,674.32,2,Expedited,91.42,1440.0600000000002
12519,52,Male,No,Laptop,LTP123,2,Completed,Bank Transfer,2022.96,674.32,3,Same Day,223.06,2246.02
12519,52,Male,No,Headphones,HDP456,4,Completed,Credit Card,3250.62,361.18,9,Standard,29.99,3280.6099999999997
12521,78,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,1572.82,786.41,2,Same Day,174.2,1747.02
12521,78,Female,No,Smartphone,SMP234,3,Completed,PayPal,11396.8,1139.68,10,Expedited,52.33,11449.13
12521,78,Female,No,Smartphone,SMP234,3,Completed,Credit Card,9117.44,1139.68,8,Same Day,126.4,9243.84
12522,55,Male,No,Smartphone,SMP234,5,Cancelled,Credit Card,5698.4,1139.68,5,Same Day,120.17,5818.57
12526,34,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,3611.8,361.18,10,Expedited,68.82,3680.6200000000003
12528,31,Male,Yes,Laptop,LTP123,1,Completed,Bank Transfer,3371.6,674.32,5,Same Day,185.27,3556.87
12530,60,Female,No,Smartwatch,SWT567,1,Completed,PayPal,3216.5,459.5,7,Expedited,76.43,3292.93
12531,54,Female,No,Smartphone,SMP234,1,Completed,PayPal,4558.72,1139.68,4,Standard,0.0,4558.72
12531,54,Female,No,Smartphone,SMP234,2,Completed,PayPal,5698.4,1139.68,5,Standard,181.92,5880.32
12531,54,Female,No,Headphones,HDP456,1,Cancelled,Credit Card,3611.8,361.18,10,Expedited,10.73,3622.53
12532,51,Male,No,Tablet,TBL345,4,Completed,Credit Card,3145.64,786.41,4,Expedited,99.58,3245.22
12533,58,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,4595.0,459.5,10,Standard,145.56,4740.56
12533,58,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,6838.08,1139.68,6,Same Day,25.49,6863.57
12534,61,Male,Yes,Tablet,TBL345,2,Completed,PayPal,5504.87,786.41,7,Same Day,0.0,5504.87
12534,61,Male,Yes,Tablet,TBL345,5,Completed,Credit Card,3145.64,786.41,4,Standard,41.83,3187.47
12535,76,Male,No,Tablet,TBL345,5,Completed,Bank Transfer,4718.46,786.41,6,Expedited,53.83,4772.29
12535,76,Male,Yes,Headphones,HDP456,2,Completed,Bank Transfer,1083.54,361.18,3,Standard,117.09,1200.6299999999999
12536,52,Male,No,Tablet,TBL345,1,Completed,Credit Card,3932.05,786.41,5,Expedited,88.7,4020.75
12542,70,Female,No,Headphones,HDP456,1,Cancelled,PayPal,1444.72,361.18,4,Expedited,0.0,1444.72
12542,70,Female,Yes,Laptop,LTP123,2,Cancelled,Bank Transfer,4045.92,674.32,6,Same Day,93.2,4139.12
12544,44,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,6068.88,674.32,9,Standard,83.61,6152.49
12544,44,Female,No,Smartwatch,SWT567,1,Completed,PayPal,3676.0,459.5,8,Same Day,158.77,3834.77
12545,43,Male,Yes,Smartphone,SMP234,5,Completed,PayPal,11396.8,1139.68,10,Expedited,80.18,11476.98
12545,43,Male,Yes,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,Same Day,0.0,4045.92
12547,73,Female,No,Smartphone,SMP234,3,Cancelled,Bank Transfer,4558.72,1139.68,4,Standard,138.95,4697.67
12547,73,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,4718.46,786.41,6,Same Day,177.52,4895.9800000000005
12547,73,Female,No,Smartwatch,SWT567,2,Completed,Bank Transfer,2297.5,459.5,5,Expedited,19.49,2316.99
12548,48,Male,No,Smartwatch,SWT567,1,Completed,PayPal,4595.0,459.5,10,Standard,0.0,4595.0
12550,55,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,722.36,361.18,2,Standard,52.91,775.27
12550,55,Male,No,Tablet,TBL345,3,Cancelled,Credit Card,5504.87,786.41,7,Standard,79.32,5584.19
12550,55,Male,No,Smartphone,SMP234,3,Completed,Credit Card,2279.36,1139.68,2,Expedited,133.96,2413.32
12556,76,Male,No,Tablet,TBL345,3,Cancelled,PayPal,1572.82,786.41,2,Expedited,84.25,1657.07
12557,78,Male,No,Smartphone,SMP234,5,Cancelled,PayPal,2279.36,1139.68,2,Same Day,115.27,2394.63
12558,27,Male,Yes,Smartwatch,SWT567,5,Completed,PayPal,919.0,459.5,2,Same Day,96.6,1015.6
12559,21,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,361.18,361.18,1,Standard,0.0,361.18
12564,51,Male,No,Smartwatch,SWT567,2,Completed,PayPal,2757.0,459.5,6,Same Day,57.71,2814.71
12564,51,Male,Yes,Tablet,TBL345,3,Cancelled,Bank Transfer,4718.46,786.41,6,Expedited,0.0,4718.46
12565,73,Female,No,Smartwatch,SWT567,2,Completed,PayPal,1378.5,459.5,3,Standard,136.28,1514.78
12565,73,Female,No,Smartwatch,SWT567,2,Cancelled,PayPal,4135.5,459.5,9,Same Day,155.21,4290.71
12566,47,Male,No,Smartphone,SMP234,4,Cancelled,PayPal,6838.08,1139.68,6,Same Day,177.26,7015.34
12566,47,Male,No,Headphones,HDP456,5,Cancelled,Credit Card,3611.8,361.18,10,Expedited,69.81,3681.61
12567,65,Male,No,Laptop,LTP123,5,Completed,Credit Card,6743.2,674.32,10,Expedited,165.52,6908.72
12567,65,Male,No,Headphones,HDP456,4,Completed,Credit Card,2889.44,361.18,8,Expedited,136.18,3025.62
12568,21,Male,No,Tablet,TBL345,3,Completed,Credit Card,4718.46,786.41,6,Expedited,143.39,4861.85
12569,64,Male,No,Smartphone,SMP234,5,Completed,PayPal,4558.72,1139.68,4,Same Day,78.85,4637.570000000001
12569,64,Male,No,Laptop,LTP123,2,Completed,PayPal,4045.92,674.32,6,Standard,189.9,4235.82
12569,64,Male,No,Tablet,TBL345,5,Completed,PayPal,4718.46,786.41,6,Same Day,56.82,4775.28
12570,21,Male,No,Tablet,TBL345,5,Completed,PayPal,3932.05,786.41,5,Same Day,79.52,4011.57
12571,70,Male,No,Laptop,LTP123,3,Completed,PayPal,2022.96,674.32,3,Expedited,0.0,2022.96
12572,74,Male,No,Smartphone,SMP234,4,Completed,Credit Card,2279.36,1139.68,2,Expedited,93.4,2372.76
12573,74,Male,Yes,Smartwatch,SWT567,1,Cancelled,Credit Card,1838.0,459.5,4,Same Day,0.0,1838.0
12574,49,Male,No,Tablet,TBL345,1,Cancelled,Credit Card,1572.82,786.41,2,Expedited,31.27,1604.09
12574,49,Male,Yes,Headphones,HDP456,4,Cancelled,Credit Card,3611.8,361.18,10,Same Day,0.0,3611.8
12575,24,Male,No,Smartwatch,SWT567,1,Completed,Credit Card,3676.0,459.5,8,Expedited,0.0,3676.0
12576,70,Female,No,Tablet,TBL345,4,Completed,PayPal,786.41,786.41,1,Expedited,148.4,934.81
12578,80,Female,No,Tablet,TBL345,5,Completed,Bank Transfer,4718.46,786.41,6,Expedited,81.99,4800.45
12581,72,Male,No,Tablet,TBL345,5,Completed,PayPal,7864.1,786.41,10,Expedited,181.57,8045.67
12582,40,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,1083.54,361.18,3,Standard,89.16,1172.7
12582,40,Female,No,Smartwatch,SWT567,5,Cancelled,Credit Card,2297.5,459.5,5,Expedited,19.76,2317.26
12584,23,Male,Yes,Tablet,TBL345,3,Completed,PayPal,3932.05,786.41,5,Same Day,69.93,4001.98
12584,23,Male,No,Smartphone,SMP234,5,Completed,PayPal,3419.04,1139.68,3,Same Day,75.26,3494.3
12585,56,Male,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,1139.68,1139.68,1,Same Day,0.0,1139.68
12585,56,Male,No,Laptop,LTP123,5,Cancelled,PayPal,674.32,674.32,1,Expedited,103.63,777.95
12585,56,Male,No,Laptop,LTP123,2,Completed,PayPal,5394.56,674.32,8,Standard,171.72,5566.280000000001
12586,74,Female,No,Laptop,LTP123,1,Completed,Credit Card,6068.88,674.32,9,Same Day,107.82,6176.7
12587,69,Male,No,Headphones,HDP456,5,Completed,Credit Card,3611.8,361.18,10,Same Day,27.15,3638.9500000000003
12588,40,Female,No,Smartphone,SMP234,3,Completed,PayPal,9117.44,1139.68,8,Same Day,151.53,9268.970000000001
12589,78,Male,No,Headphones,HDP456,5,Cancelled,Credit Card,2167.08,361.18,6,Expedited,0.0,2167.08
12589,78,Male,Yes,Laptop,LTP123,2,Completed,Bank Transfer,1348.64,674.32,2,Same Day,92.45,1441.0900000000001
12590,31,Female,Yes,Tablet,TBL345,4,Completed,Credit Card,1572.82,786.41,2,Same Day,161.46,1734.28
12590,31,Female,No,Tablet,TBL345,3,Completed,PayPal,3145.64,786.41,4,Same Day,0.0,3145.64
12591,54,Male,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,3216.5,459.5,7,Standard,145.25,3361.75
12591,54,Male,No,Smartphone,SMP234,1,Cancelled,PayPal,7977.76,1139.68,7,Expedited,56.97,8034.7300000000005
12592,37,Male,No,Smartphone,SMP234,5,Completed,Credit Card,3419.04,1139.68,3,Expedited,37.46,3456.5
12594,68,Male,No,Laptop,LTP123,2,Completed,Bank Transfer,2022.96,674.32,3,Standard,0.0,2022.96
12594,68,Male,No,Laptop,LTP123,1,Cancelled,PayPal,4720.24,674.32,7,Same Day,223.25,4943.49
12595,76,Female,No,Smartwatch,SWT567,2,Completed,Bank Transfer,3216.5,459.5,7,Expedited,0.0,3216.5
12597,43,Male,No,Smartphone,SMP234,2,Completed,PayPal,2279.36,1139.68,2,Same Day,122.74,2402.1
12598,71,Male,No,Smartwatch,SWT567,3,Completed,PayPal,1378.5,459.5,3,Standard,0.0,1378.5
12599,23,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,4135.5,459.5,9,Standard,0.0,4135.5
12600,36,Female,No,Laptop,LTP123,1,Cancelled,PayPal,4045.92,674.32,6,Standard,12.47,4058.39
12600,36,Female,Yes,Laptop,LTP123,5,Completed,Bank Transfer,2022.96,674.32,3,Same Day,0.0,2022.96
12600,36,Female,No,Headphones,HDP456,3,Completed,Credit Card,2889.44,361.18,8,Expedited,0.0,2889.44
12601,48,Male,No,Tablet,TBL345,2,Cancelled,PayPal,5504.87,786.41,7,Same Day,17.02,5521.89
12603,50,Male,No,Headphones,HDP456,1,Completed,PayPal,1444.72,361.18,4,Expedited,106.55,1551.27
12605,42,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,7077.69,786.41,9,Same Day,81.86,7159.549999999999
12606,18,Male,Yes,Smartphone,SMP234,5,Cancelled,PayPal,3419.04,1139.68,3,Same Day,89.95,3508.99
12606,18,Male,No,Tablet,TBL345,2,Completed,Credit Card,7864.1,786.41,10,Same Day,149.39,8013.490000000001
12607,73,Male,No,Laptop,LTP123,5,Completed,Bank Transfer,1348.64,674.32,2,Expedited,137.75,1486.39
12607,73,Male,No,Tablet,TBL345,4,Completed,Bank Transfer,3932.05,786.41,5,Standard,158.7,4090.75
12608,43,Male,Yes,Laptop,LTP123,5,Completed,PayPal,4045.92,674.32,6,Same Day,22.35,4068.27
12609,43,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,6838.08,1139.68,6,Expedited,174.44,7012.5199999999995
12610,59,Female,No,Headphones,HDP456,5,Completed,Bank Transfer,722.36,361.18,2,Standard,80.87,803.23
12610,59,Female,Yes,Smartphone,SMP234,4,Completed,Credit Card,7977.76,1139.68,7,Same Day,0.0,7977.76
12611,70,Female,No,Smartphone,SMP234,1,Completed,Credit Card,11396.8,1139.68,10,Standard,258.32,11655.119999999999
12612,41,Male,No,Laptop,LTP123,4,Cancelled,Bank Transfer,2022.96,674.32,3,Standard,79.12,2102.08
12612,41,Male,Yes,Tablet,TBL345,5,Cancelled,Bank Transfer,786.41,786.41,1,Standard,60.93,847.3399999999999
12612,41,Male,No,Smartwatch,SWT567,5,Cancelled,Credit Card,1378.5,459.5,3,Standard,0.0,1378.5
12613,54,Female,No,Tablet,TBL345,3,Completed,Credit Card,786.41,786.41,1,Same Day,101.01,887.42
12613,54,Female,No,Headphones,HDP456,5,Completed,Credit Card,2167.08,361.18,6,Same Day,206.19,2373.27
12613,54,Female,No,Laptop,LTP123,2,Completed,PayPal,4045.92,674.32,6,Standard,0.0,4045.92
12614,36,Female,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,4135.5,459.5,9,Standard,72.17,4207.67
12615,71,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,11396.8,1139.68,10,Expedited,0.0,11396.8
12615,71,Female,Yes,Laptop,LTP123,4,Completed,Credit Card,1348.64,674.32,2,Expedited,0.0,1348.64
12615,71,Female,No,Tablet,TBL345,4,Completed,Credit Card,4718.46,786.41,6,Expedited,130.77,4849.2300000000005
12616,25,Male,No,Tablet,TBL345,2,Completed,Bank Transfer,7864.1,786.41,10,Standard,0.0,7864.1
12616,25,Male,Yes,Laptop,LTP123,2,Completed,PayPal,3371.6,674.32,5,Standard,78.56,3450.16
12616,25,Male,Yes,Laptop,LTP123,3,Completed,Credit Card,2022.96,674.32,3,Standard,57.06,2080.02
12616,25,Male,No,Smartwatch,SWT567,5,Completed,PayPal,4595.0,459.5,10,Standard,147.23,4742.23
12616,25,Male,No,Laptop,LTP123,3,Cancelled,PayPal,674.32,674.32,1,Same Day,142.61,816.9300000000001
12616,25,Male,Yes,Laptop,LTP123,1,Completed,Bank Transfer,3371.6,674.32,5,Standard,0.0,3371.6
12617,40,Female,No,Smartphone,SMP234,3,Cancelled,Bank Transfer,5698.4,1139.68,5,Expedited,61.0,5759.4
12618,55,Female,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,4595.0,459.5,10,Standard,0.0,4595.0
12619,49,Male,No,Smartwatch,SWT567,1,Completed,Credit Card,919.0,459.5,2,Standard,132.82,1051.82
12620,38,Male,No,Tablet,TBL345,5,Cancelled,Bank Transfer,7077.69,786.41,9,Expedited,48.31,7126.0
12621,78,Female,Yes,Headphones,HDP456,5,Completed,PayPal,2167.08,361.18,6,Standard,61.82,2228.9
12622,35,Male,Yes,Laptop,LTP123,1,Completed,Credit Card,1348.64,674.32,2,Same Day,0.0,1348.64
12623,19,Female,No,Headphones,HDP456,2,Completed,PayPal,3250.62,361.18,9,Same Day,173.35,3423.97
12623,19,Female,No,Smartphone,SMP234,4,Completed,Credit Card,2279.36,1139.68,2,Expedited,62.37,2341.73
12623,19,Female,Yes,Laptop,LTP123,5,Cancelled,Bank Transfer,4720.24,674.32,7,Same Day,78.82,4799.0599999999995
12624,55,Male,No,Headphones,HDP456,3,Completed,Credit Card,1805.9,361.18,5,Same Day,0.0,1805.9
12625,48,Female,No,Smartwatch,SWT567,5,Cancelled,Credit Card,1838.0,459.5,4,Standard,39.51,1877.51
12625,48,Female,No,Smartwatch,SWT567,3,Cancelled,Credit Card,1378.5,459.5,3,Standard,141.8,1520.3
12626,78,Female,No,Smartphone,SMP234,5,Completed,Credit Card,5698.4,1139.68,5,Expedited,233.74,5932.139999999999
12627,35,Male,Yes,Smartphone,SMP234,2,Completed,Credit Card,4558.72,1139.68,4,Standard,0.0,4558.72
12627,35,Male,No,Smartwatch,SWT567,2,Cancelled,Credit Card,2297.5,459.5,5,Same Day,19.93,2317.43
12627,35,Male,Yes,Smartphone,SMP234,2,Completed,Credit Card,11396.8,1139.68,10,Same Day,13.42,11410.22
12628,47,Female,No,Laptop,LTP123,5,Completed,Credit Card,3371.6,674.32,5,Expedited,0.0,3371.6
12629,79,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,10257.12,1139.68,9,Standard,73.94,10331.060000000001
12630,46,Male,Yes,Laptop,LTP123,4,Completed,PayPal,2697.28,674.32,4,Same Day,0.0,2697.28
12630,46,Male,No,Smartphone,SMP234,1,Completed,Credit Card,4558.72,1139.68,4,Standard,62.61,4621.33
12632,33,Female,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,3419.04,1139.68,3,Standard,245.25,3664.29
12633,61,Male,No,Smartphone,SMP234,1,Cancelled,Credit Card,10257.12,1139.68,9,Standard,157.07,10414.19
